,time,temp,plant,plant_number,location
145,2025-06-13 09:00:00,46.8,P. microphylla,P. microphylla 2,Cottonwood Creek
146,2025-06-13 10:00:00,44.7,P. microphylla,P. microphylla 2,Cottonwood Creek
147,2025-06-13 11:00:00,44.1,P. microphylla,P. microphylla 2,Cottonwood Creek
148,2025-06-13 12:00:00,42.3,P. microphylla,P. microphylla 2,Cottonwood Creek
149,2025-06-13 13:00:00,46.8,P. microphylla,P. microphylla 2,Cottonwood Creek
150,2025-06-13 14:00:00,45.4,P. microphylla,P. microphylla 2,Cottonwood Creek
151,2025-06-13 15:00:00,45.4,P. microphylla,P. microphylla 2,Cottonwood Creek
152,2025-06-13 16:00:00,47.9,P. microphylla,P. microphylla 2,Cottonwood Creek
153,2025-06-13 17:00:00,48.7,P. microphylla,P. microphylla 2,Cottonwood Creek
154,2025-06-13 18:00:00,45.8,P. microphylla,P. microphylla 2,Cottonwood Creek
155,2025-06-13 19:00:00,43.8,P. microphylla,P. microphylla 2,Cottonwood Creek
156,2025-06-13 20:00:00,35.8,P. microphylla,P. microphylla 2,Cottonwood Creek
157,2025-06-13 21:00:00,32.0,P. microphylla,P. microphylla 2,Cottonwood Creek
158,2025-06-13 22:00:00,29.8,P. microphylla,P. microphylla 2,Cottonwood Creek
159,2025-06-13 23:00:00,28.4,P. microphylla,P. microphylla 2,Cottonwood Creek
160,2025-06-14 00:00:00,28.9,P. microphylla,P. microphylla 2,Cottonwood Creek
161,2025-06-14 01:00:00,27.2,P. microphylla,P. microphylla 2,Cottonwood Creek
162,2025-06-14 02:00:00,25.7,P. microphylla,P. microphylla 2,Cottonwood Creek
163,2025-06-14 03:00:00,24.6,P. microphylla,P. microphylla 2,Cottonwood Creek
164,2025-06-14 04:00:00,23.6,P. microphylla,P. microphylla 2,Cottonwood Creek
165,2025-06-14 05:00:00,22.9,P. microphylla,P. microphylla 2,Cottonwood Creek
166,2025-06-14 06:00:00,23.0,P. microphylla,P. microphylla 2,Cottonwood Creek
167,2025-06-14 07:00:00,28.9,P. microphylla,P. microphylla 2,Cottonwood Creek
168,2025-06-14 08:00:00,38.8,P. microphylla,P. microphylla 2,Cottonwood Creek
169,2025-06-14 09:00:00,47.5,P. microphylla,P. microphylla 2,Cottonwood Creek
170,2025-06-14 10:00:00,46.2,P. microphylla,P. microphylla 2,Cottonwood Creek
171,2025-06-14 11:00:00,45.0,P. microphylla,P. microphylla 2,Cottonwood Creek
172,2025-06-14 12:00:00,43.0,P. microphylla,P. microphylla 2,Cottonwood Creek
173,2025-06-14 13:00:00,48.3,P. microphylla,P. microphylla 2,Cottonwood Creek
174,2025-06-14 14:00:00,46.4,P. microphylla,P. microphylla 2,Cottonwood Creek
175,2025-06-14 15:00:00,46.0,P. microphylla,P. microphylla 2,Cottonwood Creek
176,2025-06-14 16:00:00,49.1,P. microphylla,P. microphylla 2,Cottonwood Creek
177,2025-06-14 17:00:00,50.3,P. microphylla,P. microphylla 2,Cottonwood Creek
178,2025-06-14 18:00:00,48.1,P. microphylla,P. microphylla 2,Cottonwood Creek
179,2025-06-14 19:00:00,45.2,P. microphylla,P. microphylla 2,Cottonwood Creek
180,2025-06-14 20:00:00,36.7,P. microphylla,P. microphylla 2,Cottonwood Creek
181,2025-06-14 21:00:00,33.3,P. microphylla,P. microphylla 2,Cottonwood Creek
182,2025-06-14 22:00:00,31.2,P. microphylla,P. microphylla 2,Cottonwood Creek
183,2025-06-14 23:00:00,29.2,P. microphylla,P. microphylla 2,Cottonwood Creek
184,2025-06-15 00:00:00,27.5,P. microphylla,P. microphylla 2,Cottonwood Creek
185,2025-06-15 01:00:00,26.0,P. microphylla,P. microphylla 2,Cottonwood Creek
186,2025-06-15 02:00:00,25.2,P. microphylla,P. microphylla 2,Cottonwood Creek
187,2025-06-15 03:00:00,25.5,P. microphylla,P. microphylla 2,Cottonwood Creek
188,2025-06-15 04:00:00,24.8,P. microphylla,P. microphylla 2,Cottonwood Creek
189,2025-06-15 05:00:00,23.9,P. microphylla,P. microphylla 2,Cottonwood Creek
190,2025-06-15 06:00:00,23.9,P. microphylla,P. microphylla 2,Cottonwood Creek
191,2025-06-15 07:00:00,29.4,P. microphylla,P. microphylla 2,Cottonwood Creek
192,2025-06-15 08:00:00,40.3,P. microphylla,P. microphylla 2,Cottonwood Creek
193,2025-06-15 09:00:00,49.0,P. microphylla,P. microphylla 2,Cottonwood Creek
194,2025-06-15 10:00:00,48.1,P. microphylla,P. microphylla 2,Cottonwood Creek
195,2025-06-15 11:00:00,47.4,P. microphylla,P. microphylla 2,Cottonwood Creek
196,2025-06-15 12:00:00,45.7,P. microphylla,P. microphylla 2,Cottonwood Creek
197,2025-06-15 13:00:00,49.9,P. microphylla,P. microphylla 2,Cottonwood Creek
198,2025-06-15 14:00:00,48.5,P. microphylla,P. microphylla 2,Cottonwood Creek
199,2025-06-15 15:00:00,47.7,P. microphylla,P. microphylla 2,Cottonwood Creek
200,2025-06-15 16:00:00,50.6,P. microphylla,P. microphylla 2,Cottonwood Creek
201,2025-06-15 17:00:00,51.7,P. microphylla,P. microphylla 2,Cottonwood Creek
202,2025-06-15 18:00:00,49.6,P. microphylla,P. microphylla 2,Cottonwood Creek
203,2025-06-15 19:00:00,47.2,P. microphylla,P. microphylla 2,Cottonwood Creek
204,2025-06-15 20:00:00,39.0,P. microphylla,P. microphylla 2,Cottonwood Creek
205,2025-06-15 21:00:00,35.5,P. microphylla,P. microphylla 2,Cottonwood Creek
206,2025-06-15 22:00:00,33.5,P. microphylla,P. microphylla 2,Cottonwood Creek
207,2025-06-15 23:00:00,31.1,P. microphylla,P. microphylla 2,Cottonwood Creek
208,2025-06-16 00:00:00,29.2,P. microphylla,P. microphylla 2,Cottonwood Creek
209,2025-06-16 01:00:00,28.0,P. microphylla,P. microphylla 2,Cottonwood Creek
210,2025-06-16 02:00:00,27.1,P. microphylla,P. microphylla 2,Cottonwood Creek
211,2025-06-16 03:00:00,25.7,P. microphylla,P. microphylla 2,Cottonwood Creek
212,2025-06-16 04:00:00,24.6,P. microphylla,P. microphylla 2,Cottonwood Creek
213,2025-06-16 05:00:00,23.8,P. microphylla,P. microphylla 2,Cottonwood Creek
214,2025-06-16 06:00:00,23.6,P. microphylla,P. microphylla 2,Cottonwood Creek
215,2025-06-16 07:00:00,29.7,P. microphylla,P. microphylla 2,Cottonwood Creek
216,2025-06-16 08:00:00,40.9,P. microphylla,P. microphylla 2,Cottonwood Creek
217,2025-06-16 09:00:00,49.7,P. microphylla,P. microphylla 2,Cottonwood Creek
218,2025-06-16 10:00:00,48.3,P. microphylla,P. microphylla 2,Cottonwood Creek
219,2025-06-16 11:00:00,47.7,P. microphylla,P. microphylla 2,Cottonwood Creek
220,2025-06-16 12:00:00,45.2,P. microphylla,P. microphylla 2,Cottonwood Creek
221,2025-06-16 13:00:00,50.6,P. microphylla,P. microphylla 2,Cottonwood Creek
222,2025-06-16 14:00:00,48.7,P. microphylla,P. microphylla 2,Cottonwood Creek
223,2025-06-16 15:00:00,48.2,P. microphylla,P. microphylla 2,Cottonwood Creek
224,2025-06-16 16:00:00,49.5,P. microphylla,P. microphylla 2,Cottonwood Creek
225,2025-06-16 17:00:00,50.0,P. microphylla,P. microphylla 2,Cottonwood Creek
226,2025-06-16 18:00:00,48.3,P. microphylla,P. microphylla 2,Cottonwood Creek
227,2025-06-16 19:00:00,45.9,P. microphylla,P. microphylla 2,Cottonwood Creek
228,2025-06-16 20:00:00,38.8,P. microphylla,P. microphylla 2,Cottonwood Creek
229,2025-06-16 21:00:00,35.9,P. microphylla,P. microphylla 2,Cottonwood Creek
230,2025-06-16 22:00:00,34.7,P. microphylla,P. microphylla 2,Cottonwood Creek
231,2025-06-16 23:00:00,34.0,P. microphylla,P. microphylla 2,Cottonwood Creek
232,2025-06-17 00:00:00,32.2,P. microphylla,P. microphylla 2,Cottonwood Creek
233,2025-06-17 01:00:00,31.3,P. microphylla,P. microphylla 2,Cottonwood Creek
234,2025-06-17 02:00:00,30.0,P. microphylla,P. microphylla 2,Cottonwood Creek
235,2025-06-17 03:00:00,28.5,P. microphylla,P. microphylla 2,Cottonwood Creek
236,2025-06-17 04:00:00,27.1,P. microphylla,P. microphylla 2,Cottonwood Creek
237,2025-06-17 05:00:00,26.4,P. microphylla,P. microphylla 2,Cottonwood Creek
238,2025-06-17 06:00:00,26.0,P. microphylla,P. microphylla 2,Cottonwood Creek
239,2025-06-17 07:00:00,31.0,P. microphylla,P. microphylla 2,Cottonwood Creek
240,2025-06-17 08:00:00,40.5,P. microphylla,P. microphylla 2,Cottonwood Creek
241,2025-06-17 09:00:00,48.1,P. microphylla,P. microphylla 2,Cottonwood Creek
242,2025-06-17 10:00:00,46.5,P. microphylla,P. microphylla 2,Cottonwood Creek
243,2025-06-17 11:00:00,45.7,P. microphylla,P. microphylla 2,Cottonwood Creek
244,2025-06-17 12:00:00,44.6,P. microphylla,P. microphylla 2,Cottonwood Creek
245,2025-06-17 13:00:00,48.5,P. microphylla,P. microphylla 2,Cottonwood Creek
246,2025-06-17 14:00:00,47.6,P. microphylla,P. microphylla 2,Cottonwood Creek
247,2025-06-17 15:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
248,2025-06-17 16:00:00,49.3,P. microphylla,P. microphylla 2,Cottonwood Creek
249,2025-06-17 17:00:00,50.4,P. microphylla,P. microphylla 2,Cottonwood Creek
250,2025-06-17 18:00:00,47.6,P. microphylla,P. microphylla 2,Cottonwood Creek
251,2025-06-17 19:00:00,44.8,P. microphylla,P. microphylla 2,Cottonwood Creek
252,2025-06-17 20:00:00,37.9,P. microphylla,P. microphylla 2,Cottonwood Creek
253,2025-06-17 21:00:00,34.7,P. microphylla,P. microphylla 2,Cottonwood Creek
254,2025-06-17 22:00:00,32.3,P. microphylla,P. microphylla 2,Cottonwood Creek
255,2025-06-17 23:00:00,31.0,P. microphylla,P. microphylla 2,Cottonwood Creek
256,2025-06-18 00:00:00,29.5,P. microphylla,P. microphylla 2,Cottonwood Creek
257,2025-06-18 01:00:00,27.9,P. microphylla,P. microphylla 2,Cottonwood Creek
258,2025-06-18 02:00:00,26.5,P. microphylla,P. microphylla 2,Cottonwood Creek
259,2025-06-18 03:00:00,25.5,P. microphylla,P. microphylla 2,Cottonwood Creek
260,2025-06-18 04:00:00,24.6,P. microphylla,P. microphylla 2,Cottonwood Creek
261,2025-06-18 05:00:00,23.8,P. microphylla,P. microphylla 2,Cottonwood Creek
262,2025-06-18 06:00:00,23.5,P. microphylla,P. microphylla 2,Cottonwood Creek
263,2025-06-18 07:00:00,29.2,P. microphylla,P. microphylla 2,Cottonwood Creek
264,2025-06-18 08:00:00,40.0,P. microphylla,P. microphylla 2,Cottonwood Creek
265,2025-06-18 09:00:00,48.7,P. microphylla,P. microphylla 2,Cottonwood Creek
266,2025-06-18 10:00:00,47.7,P. microphylla,P. microphylla 2,Cottonwood Creek
267,2025-06-18 11:00:00,46.7,P. microphylla,P. microphylla 2,Cottonwood Creek
268,2025-06-18 12:00:00,46.0,P. microphylla,P. microphylla 2,Cottonwood Creek
269,2025-06-18 13:00:00,50.5,P. microphylla,P. microphylla 2,Cottonwood Creek
270,2025-06-18 14:00:00,49.5,P. microphylla,P. microphylla 2,Cottonwood Creek
271,2025-06-18 15:00:00,49.3,P. microphylla,P. microphylla 2,Cottonwood Creek
272,2025-06-18 16:00:00,51.5,P. microphylla,P. microphylla 2,Cottonwood Creek
273,2025-06-18 17:00:00,51.8,P. microphylla,P. microphylla 2,Cottonwood Creek
274,2025-06-18 18:00:00,49.5,P. microphylla,P. microphylla 2,Cottonwood Creek
275,2025-06-18 19:00:00,46.9,P. microphylla,P. microphylla 2,Cottonwood Creek
276,2025-06-18 20:00:00,39.2,P. microphylla,P. microphylla 2,Cottonwood Creek
277,2025-06-18 21:00:00,36.1,P. microphylla,P. microphylla 2,Cottonwood Creek
278,2025-06-18 22:00:00,35.0,P. microphylla,P. microphylla 2,Cottonwood Creek
279,2025-06-18 23:00:00,32.2,P. microphylla,P. microphylla 2,Cottonwood Creek
280,2025-06-19 00:00:00,30.3,P. microphylla,P. microphylla 2,Cottonwood Creek
281,2025-06-19 01:00:00,29.1,P. microphylla,P. microphylla 2,Cottonwood Creek
282,2025-06-19 02:00:00,28.1,P. microphylla,P. microphylla 2,Cottonwood Creek
283,2025-06-19 03:00:00,26.9,P. microphylla,P. microphylla 2,Cottonwood Creek
284,2025-06-19 04:00:00,25.8,P. microphylla,P. microphylla 2,Cottonwood Creek
285,2025-06-19 05:00:00,25.0,P. microphylla,P. microphylla 2,Cottonwood Creek
286,2025-06-19 06:00:00,25.5,P. microphylla,P. microphylla 2,Cottonwood Creek
287,2025-06-19 07:00:00,30.8,P. microphylla,P. microphylla 2,Cottonwood Creek
288,2025-06-19 08:00:00,41.1,P. microphylla,P. microphylla 2,Cottonwood Creek
289,2025-06-19 09:00:00,50.0,P. microphylla,P. microphylla 2,Cottonwood Creek
290,2025-06-19 10:00:00,48.6,P. microphylla,P. microphylla 2,Cottonwood Creek
291,2025-06-19 11:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
292,2025-06-19 12:00:00,46.5,P. microphylla,P. microphylla 2,Cottonwood Creek
293,2025-06-19 13:00:00,51.3,P. microphylla,P. microphylla 2,Cottonwood Creek
294,2025-06-19 14:00:00,49.6,P. microphylla,P. microphylla 2,Cottonwood Creek
295,2025-06-19 15:00:00,50.3,P. microphylla,P. microphylla 2,Cottonwood Creek
296,2025-06-19 16:00:00,51.8,P. microphylla,P. microphylla 2,Cottonwood Creek
297,2025-06-19 17:00:00,52.7,P. microphylla,P. microphylla 2,Cottonwood Creek
298,2025-06-19 18:00:00,50.0,P. microphylla,P. microphylla 2,Cottonwood Creek
299,2025-06-19 19:00:00,46.0,P. microphylla,P. microphylla 2,Cottonwood Creek
300,2025-06-19 20:00:00,39.4,P. microphylla,P. microphylla 2,Cottonwood Creek
301,2025-06-19 21:00:00,36.5,P. microphylla,P. microphylla 2,Cottonwood Creek
302,2025-06-19 22:00:00,34.6,P. microphylla,P. microphylla 2,Cottonwood Creek
303,2025-06-19 23:00:00,32.8,P. microphylla,P. microphylla 2,Cottonwood Creek
304,2025-06-20 00:00:00,30.8,P. microphylla,P. microphylla 2,Cottonwood Creek
305,2025-06-20 01:00:00,29.5,P. microphylla,P. microphylla 2,Cottonwood Creek
306,2025-06-20 02:00:00,28.0,P. microphylla,P. microphylla 2,Cottonwood Creek
307,2025-06-20 03:00:00,27.2,P. microphylla,P. microphylla 2,Cottonwood Creek
308,2025-06-20 04:00:00,26.0,P. microphylla,P. microphylla 2,Cottonwood Creek
309,2025-06-20 05:00:00,24.7,P. microphylla,P. microphylla 2,Cottonwood Creek
310,2025-06-20 06:00:00,24.3,P. microphylla,P. microphylla 2,Cottonwood Creek
311,2025-06-20 07:00:00,29.8,P. microphylla,P. microphylla 2,Cottonwood Creek
312,2025-06-20 08:00:00,40.6,P. microphylla,P. microphylla 2,Cottonwood Creek
313,2025-06-20 09:00:00,48.2,P. microphylla,P. microphylla 2,Cottonwood Creek
314,2025-06-20 10:00:00,47.1,P. microphylla,P. microphylla 2,Cottonwood Creek
315,2025-06-20 11:00:00,45.4,P. microphylla,P. microphylla 2,Cottonwood Creek
316,2025-06-20 12:00:00,44.6,P. microphylla,P. microphylla 2,Cottonwood Creek
317,2025-06-20 13:00:00,48.0,P. microphylla,P. microphylla 2,Cottonwood Creek
318,2025-06-20 14:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
319,2025-06-20 15:00:00,47.4,P. microphylla,P. microphylla 2,Cottonwood Creek
320,2025-06-20 16:00:00,48.3,P. microphylla,P. microphylla 2,Cottonwood Creek
321,2025-06-20 17:00:00,48.7,P. microphylla,P. microphylla 2,Cottonwood Creek
322,2025-06-20 18:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
323,2025-06-20 19:00:00,43.7,P. microphylla,P. microphylla 2,Cottonwood Creek
324,2025-06-20 20:00:00,37.3,P. microphylla,P. microphylla 2,Cottonwood Creek
325,2025-06-20 21:00:00,34.7,P. microphylla,P. microphylla 2,Cottonwood Creek
326,2025-06-20 22:00:00,33.1,P. microphylla,P. microphylla 2,Cottonwood Creek
327,2025-06-20 23:00:00,31.7,P. microphylla,P. microphylla 2,Cottonwood Creek
328,2025-06-21 00:00:00,31.4,P. microphylla,P. microphylla 2,Cottonwood Creek
329,2025-06-21 01:00:00,30.5,P. microphylla,P. microphylla 2,Cottonwood Creek
330,2025-06-21 02:00:00,29.8,P. microphylla,P. microphylla 2,Cottonwood Creek
331,2025-06-21 03:00:00,28.8,P. microphylla,P. microphylla 2,Cottonwood Creek
332,2025-06-21 04:00:00,27.7,P. microphylla,P. microphylla 2,Cottonwood Creek
333,2025-06-21 05:00:00,27.0,P. microphylla,P. microphylla 2,Cottonwood Creek
334,2025-06-21 06:00:00,26.4,P. microphylla,P. microphylla 2,Cottonwood Creek
335,2025-06-21 07:00:00,31.4,P. microphylla,P. microphylla 2,Cottonwood Creek
336,2025-06-21 08:00:00,39.9,P. microphylla,P. microphylla 2,Cottonwood Creek
337,2025-06-21 09:00:00,47.4,P. microphylla,P. microphylla 2,Cottonwood Creek
338,2025-06-21 10:00:00,45.2,P. microphylla,P. microphylla 2,Cottonwood Creek
339,2025-06-21 11:00:00,43.4,P. microphylla,P. microphylla 2,Cottonwood Creek
340,2025-06-21 12:00:00,42.7,P. microphylla,P. microphylla 2,Cottonwood Creek
341,2025-06-21 13:00:00,45.8,P. microphylla,P. microphylla 2,Cottonwood Creek
342,2025-06-21 14:00:00,45.4,P. microphylla,P. microphylla 2,Cottonwood Creek
343,2025-06-21 15:00:00,46.3,P. microphylla,P. microphylla 2,Cottonwood Creek
344,2025-06-21 16:00:00,46.5,P. microphylla,P. microphylla 2,Cottonwood Creek
345,2025-06-21 17:00:00,47.0,P. microphylla,P. microphylla 2,Cottonwood Creek
346,2025-06-21 18:00:00,45.1,P. microphylla,P. microphylla 2,Cottonwood Creek
347,2025-06-21 19:00:00,41.3,P. microphylla,P. microphylla 2,Cottonwood Creek
348,2025-06-21 20:00:00,35.7,P. microphylla,P. microphylla 2,Cottonwood Creek
349,2025-06-21 21:00:00,33.5,P. microphylla,P. microphylla 2,Cottonwood Creek
350,2025-06-21 22:00:00,31.7,P. microphylla,P. microphylla 2,Cottonwood Creek
351,2025-06-21 23:00:00,30.1,P. microphylla,P. microphylla 2,Cottonwood Creek
352,2025-06-22 00:00:00,28.8,P. microphylla,P. microphylla 2,Cottonwood Creek
353,2025-06-22 01:00:00,27.6,P. microphylla,P. microphylla 2,Cottonwood Creek
354,2025-06-22 02:00:00,26.3,P. microphylla,P. microphylla 2,Cottonwood Creek
355,2025-06-22 03:00:00,26.1,P. microphylla,P. microphylla 2,Cottonwood Creek
356,2025-06-22 04:00:00,25.8,P. microphylla,P. microphylla 2,Cottonwood Creek
357,2025-06-22 05:00:00,25.2,P. microphylla,P. microphylla 2,Cottonwood Creek
358,2025-06-22 06:00:00,25.0,P. microphylla,P. microphylla 2,Cottonwood Creek
359,2025-06-22 07:00:00,28.8,P. microphylla,P. microphylla 2,Cottonwood Creek
360,2025-06-22 08:00:00,37.1,P. microphylla,P. microphylla 2,Cottonwood Creek
361,2025-06-22 09:00:00,44.6,P. microphylla,P. microphylla 2,Cottonwood Creek
362,2025-06-22 10:00:00,42.7,P. microphylla,P. microphylla 2,Cottonwood Creek
363,2025-06-22 11:00:00,41.2,P. microphylla,P. microphylla 2,Cottonwood Creek
364,2025-06-22 12:00:00,39.8,P. microphylla,P. microphylla 2,Cottonwood Creek
365,2025-06-22 13:00:00,43.3,P. microphylla,P. microphylla 2,Cottonwood Creek
366,2025-06-22 14:00:00,43.2,P. microphylla,P. microphylla 2,Cottonwood Creek
367,2025-06-22 15:00:00,44.0,P. microphylla,P. microphylla 2,Cottonwood Creek
368,2025-06-22 16:00:00,45.0,P. microphylla,P. microphylla 2,Cottonwood Creek
369,2025-06-22 17:00:00,46.3,P. microphylla,P. microphylla 2,Cottonwood Creek
370,2025-06-22 18:00:00,43.6,P. microphylla,P. microphylla 2,Cottonwood Creek
371,2025-06-22 19:00:00,41.2,P. microphylla,P. microphylla 2,Cottonwood Creek
372,2025-06-22 20:00:00,34.6,P. microphylla,P. microphylla 2,Cottonwood Creek
373,2025-06-22 21:00:00,32.5,P. microphylla,P. microphylla 2,Cottonwood Creek
374,2025-06-22 22:00:00,30.8,P. microphylla,P. microphylla 2,Cottonwood Creek
375,2025-06-22 23:00:00,29.2,P. microphylla,P. microphylla 2,Cottonwood Creek
376,2025-06-23 00:00:00,27.4,P. microphylla,P. microphylla 2,Cottonwood Creek
377,2025-06-23 01:00:00,25.9,P. microphylla,P. microphylla 2,Cottonwood Creek
378,2025-06-23 02:00:00,25.6,P. microphylla,P. microphylla 2,Cottonwood Creek
379,2025-06-23 03:00:00,24.9,P. microphylla,P. microphylla 2,Cottonwood Creek
380,2025-06-23 04:00:00,24.4,P. microphylla,P. microphylla 2,Cottonwood Creek
381,2025-06-23 05:00:00,23.4,P. microphylla,P. microphylla 2,Cottonwood Creek
382,2025-06-23 06:00:00,23.0,P. microphylla,P. microphylla 2,Cottonwood Creek
383,2025-06-23 07:00:00,28.5,P. microphylla,P. microphylla 2,Cottonwood Creek
384,2025-06-23 08:00:00,37.7,P. microphylla,P. microphylla 2,Cottonwood Creek
385,2025-06-23 09:00:00,45.0,P. microphylla,P. microphylla 2,Cottonwood Creek
386,2025-06-23 10:00:00,43.9,P. microphylla,P. microphylla 2,Cottonwood Creek
387,2025-06-23 11:00:00,41.9,P. microphylla,P. microphylla 2,Cottonwood Creek
388,2025-06-23 12:00:00,40.8,P. microphylla,P. microphylla 2,Cottonwood Creek
389,2025-06-23 13:00:00,45.5,P. microphylla,P. microphylla 2,Cottonwood Creek
390,2025-06-23 14:00:00,43.8,P. microphylla,P. microphylla 2,Cottonwood Creek
391,2025-06-23 15:00:00,44.5,P. microphylla,P. microphylla 2,Cottonwood Creek
392,2025-06-23 16:00:00,46.3,P. microphylla,P. microphylla 2,Cottonwood Creek
393,2025-06-23 17:00:00,47.1,P. microphylla,P. microphylla 2,Cottonwood Creek
394,2025-06-23 18:00:00,44.3,P. microphylla,P. microphylla 2,Cottonwood Creek
395,2025-06-23 19:00:00,43.5,P. microphylla,P. microphylla 2,Cottonwood Creek
396,2025-06-23 20:00:00,35.9,P. microphylla,P. microphylla 2,Cottonwood Creek
397,2025-06-23 21:00:00,33.5,P. microphylla,P. microphylla 2,Cottonwood Creek
398,2025-06-23 22:00:00,31.5,P. microphylla,P. microphylla 2,Cottonwood Creek
399,2025-06-23 23:00:00,30.1,P. microphylla,P. microphylla 2,Cottonwood Creek
400,2025-06-24 00:00:00,28.5,P. microphylla,P. microphylla 2,Cottonwood Creek
401,2025-06-24 01:00:00,27.9,P. microphylla,P. microphylla 2,Cottonwood Creek
402,2025-06-24 02:00:00,26.9,P. microphylla,P. microphylla 2,Cottonwood Creek
403,2025-06-24 03:00:00,26.0,P. microphylla,P. microphylla 2,Cottonwood Creek
404,2025-06-24 04:00:00,24.7,P. microphylla,P. microphylla 2,Cottonwood Creek
405,2025-06-24 05:00:00,23.0,P. microphylla,P. microphylla 2,Cottonwood Creek
406,2025-06-24 06:00:00,22.1,P. microphylla,P. microphylla 2,Cottonwood Creek
407,2025-06-24 07:00:00,28.1,P. microphylla,P. microphylla 2,Cottonwood Creek
408,2025-06-24 08:00:00,38.0,P. microphylla,P. microphylla 2,Cottonwood Creek
409,2025-06-24 09:00:00,46.2,P. microphylla,P. microphylla 2,Cottonwood Creek
410,2025-06-24 10:00:00,44.0,P. microphylla,P. microphylla 2,Cottonwood Creek
411,2025-06-24 11:00:00,42.3,P. microphylla,P. microphylla 2,Cottonwood Creek
412,2025-06-24 12:00:00,41.3,P. microphylla,P. microphylla 2,Cottonwood Creek
413,2025-06-24 13:00:00,46.2,P. microphylla,P. microphylla 2,Cottonwood Creek
414,2025-06-24 14:00:00,44.1,P. microphylla,P. microphylla 2,Cottonwood Creek
415,2025-06-24 15:00:00,44.8,P. microphylla,P. microphylla 2,Cottonwood Creek
416,2025-06-24 16:00:00,47.0,P. microphylla,P. microphylla 2,Cottonwood Creek
417,2025-06-24 17:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
418,2025-06-24 18:00:00,45.1,P. microphylla,P. microphylla 2,Cottonwood Creek
419,2025-06-24 19:00:00,42.4,P. microphylla,P. microphylla 2,Cottonwood Creek
420,2025-06-24 20:00:00,35.4,P. microphylla,P. microphylla 2,Cottonwood Creek
421,2025-06-24 21:00:00,32.2,P. microphylla,P. microphylla 2,Cottonwood Creek
422,2025-06-24 22:00:00,30.9,P. microphylla,P. microphylla 2,Cottonwood Creek
423,2025-06-24 23:00:00,29.5,P. microphylla,P. microphylla 2,Cottonwood Creek
424,2025-06-25 00:00:00,28.7,P. microphylla,P. microphylla 2,Cottonwood Creek
425,2025-06-25 01:00:00,27.2,P. microphylla,P. microphylla 2,Cottonwood Creek
426,2025-06-25 02:00:00,25.6,P. microphylla,P. microphylla 2,Cottonwood Creek
427,2025-06-25 03:00:00,24.0,P. microphylla,P. microphylla 2,Cottonwood Creek
428,2025-06-25 04:00:00,22.7,P. microphylla,P. microphylla 2,Cottonwood Creek
429,2025-06-25 05:00:00,22.1,P. microphylla,P. microphylla 2,Cottonwood Creek
430,2025-06-25 06:00:00,21.8,P. microphylla,P. microphylla 2,Cottonwood Creek
431,2025-06-25 07:00:00,27.7,P. microphylla,P. microphylla 2,Cottonwood Creek
432,2025-06-25 08:00:00,37.7,P. microphylla,P. microphylla 2,Cottonwood Creek
433,2025-06-25 09:00:00,45.9,P. microphylla,P. microphylla 2,Cottonwood Creek
434,2025-06-25 10:00:00,45.1,P. microphylla,P. microphylla 2,Cottonwood Creek
435,2025-06-25 11:00:00,43.0,P. microphylla,P. microphylla 2,Cottonwood Creek
436,2025-06-25 12:00:00,42.0,P. microphylla,P. microphylla 2,Cottonwood Creek
437,2025-06-25 13:00:00,46.7,P. microphylla,P. microphylla 2,Cottonwood Creek
438,2025-06-25 14:00:00,45.1,P. microphylla,P. microphylla 2,Cottonwood Creek
439,2025-06-25 15:00:00,45.4,P. microphylla,P. microphylla 2,Cottonwood Creek
440,2025-06-25 16:00:00,47.3,P. microphylla,P. microphylla 2,Cottonwood Creek
441,2025-06-25 17:00:00,48.1,P. microphylla,P. microphylla 2,Cottonwood Creek
442,2025-06-25 18:00:00,45.6,P. microphylla,P. microphylla 2,Cottonwood Creek
443,2025-06-25 19:00:00,43.5,P. microphylla,P. microphylla 2,Cottonwood Creek
444,2025-06-25 20:00:00,36.0,P. microphylla,P. microphylla 2,Cottonwood Creek
445,2025-06-25 21:00:00,32.6,P. microphylla,P. microphylla 2,Cottonwood Creek
446,2025-06-25 22:00:00,30.0,P. microphylla,P. microphylla 2,Cottonwood Creek
447,2025-06-25 23:00:00,28.3,P. microphylla,P. microphylla 2,Cottonwood Creek
448,2025-06-26 00:00:00,26.9,P. microphylla,P. microphylla 2,Cottonwood Creek
449,2025-06-26 01:00:00,25.8,P. microphylla,P. microphylla 2,Cottonwood Creek
450,2025-06-26 02:00:00,25.4,P. microphylla,P. microphylla 2,Cottonwood Creek
451,2025-06-26 03:00:00,24.3,P. microphylla,P. microphylla 2,Cottonwood Creek
452,2025-06-26 04:00:00,23.3,P. microphylla,P. microphylla 2,Cottonwood Creek
453,2025-06-26 05:00:00,22.7,P. microphylla,P. microphylla 2,Cottonwood Creek
454,2025-06-26 06:00:00,22.7,P. microphylla,P. microphylla 2,Cottonwood Creek
